county_code,county_name,constituency_code,constituency_name,ward_code,ward_name
47,Nairobi,280,Kasarani,1399,Njiru
47,Nairobi,280,Kasarani,1400,Ruai
47,Nairobi,281,Ruaraka,1401,Baba Dogo
47,Nairobi,281,Ruaraka,1402,Utalii
47,Nairobi,281,Ruaraka,1403,Mathare North
47,Nairobi,281,Ruaraka,1404,Lucky Summer
47,Nairobi,281,Ruaraka,1405,Korogocho
47,Nairobi,282,Embakasi South,1406,Imara Daima
47,Nairobi,282,Embakasi South,1407,Kwa Njenga
47,Nairobi,282,Embakasi South,1408,Kwa Reuben
47,Nairobi,282,Embakasi South,1409,Pipeline
47,Nairobi,282,Embakasi South,1410,Kware
47,Nairobi,283,Embakasi North,1411,Kariobangi North
47,Nairobi,283,Embakasi North,1412,Dandora Area I
47,Nairobi,283,Embakasi North,1413,Dandora Area II
47,Nairobi,283,Embakasi North,1414,Dandora Area III
47,Nairobi,283,Embakasi North,1415,Dandora Area IV
47,Nairobi,284,Embakasi Central,1416,Kayole North
47,Nairobi,284,Embakasi Central,1417,Kayole Central
47,Nairobi,284,Embakasi Central,1418,Kayole South
47,Nairobi,284,Embakasi Central,1419,Komarock
47,Nairobi,284,Embakasi Central,1420,Matopeni
47,Nairobi,285,Embakasi East,1421,Upper Savannah
47,Nairobi,285,Embakasi East,1422,Lower Savannah
47,Nairobi,285,Embakasi East,1423,Embakasi
47,Nairobi,285,Embakasi East,1424,Utawala
47,Nairobi,285,Embakasi East,1425,Mihango
47,Nairobi,286,Embakasi West,1426,Umoja I
47,Nairobi,286,Embakasi West,1427,Umoja II
47,Nairobi,286,Embakasi West,1428,Mowlem
47,Nairobi,286,Embakasi West,1429,Kariobangi South
47,Nairobi,287,Makadara,1430,Makongeni
47,Nairobi,287,Makadara,1431,Maringo/Hamza
47,Nairobi,287,Makadara,1432,Harambee
47,Nairobi,287,Makadara,1433,Viwandani
47,Nairobi,288,Kamukunji,1434,Pumwani
47,Nairobi,288,Kamukunji,1435,Eastleigh North
47,Nairobi,288,Kamukunji,1436,Eastleigh South
47,Nairobi,288,Kamukunji,1437,Airbase
47,Nairobi,288,Kamukunji,1438,California
47,Nairobi,289,Starehe,1439,Nairobi Central
47,Nairobi,289,Starehe,1440,Ngara
47,Nairobi,289,Starehe,1441,Ziwani/Kariokor
47,Nairobi,289,Starehe,1442,Pangani
47,Nairobi,289,Starehe,1443,Landimawe
47,Nairobi,289,Starehe,1444,Nairobi South
47,Nairobi,290,Mathare,1445,Hospital
47,Nairobi,290,Mathare,1446,Mabatini
47,Nairobi,290,Mathare,1447,Huruma
47,Nairobi,290,Mathare,1448,Ngei
47,Nairobi,290,Mathare,1449,Mlango Kubwa
47,Nairobi,290,Mathare,1450,Kiamaiko
